280	57	9	39	86	228	37	165	21	10	210	10
58	120	98	78	119	26	15	186	34	21	30	9
57	139	528	254	72	351	128	135	103	25	491	30
5	39	65	79	18	29	19	18	7	8	22	3
10	48	15	6	48	19	19	39	9	2	33	1
37	204	123	55	74	26	86	33	10	5	21	4
9	22	107	54	12	25	39	25	9	7	53	2
525	339	107	98	37	56	78	52	5	6	23	6
28	235	243	73	5	35	89	70	36	10	42	14
400	279	20	8	259	8	47	196	7	147	10	2
